GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,2011,2011,High-income,,FRA,France,,98,98.00000,,,,,
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,2012,2012,High-income,,FRA,France,,100,100.00000,,,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,1990,1990,High-income,,FRA,France,,28 [13-48],28.00000,13.00000,48.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,1991,1991,High-income,,FRA,France,,27 [13-46],27.00000,13.00000,46.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1992,1992,,EUR,Europe,,WB_HI,1992,1992,High-income,,FRA,France,,26 [12-45],26.00000,12.00000,45.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1993,1993,,EUR,Europe,,WB_HI,1993,1993,High-income,,FRA,France,,25 [12-43],25.00000,12.00000,43.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1994,1994,,EUR,Europe,,WB_HI,1994,1994,High-income,,FRA,France,,24 [11-42],24.00000,11.00000,42.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,1995,1995,High-income,,FRA,France,,23 [11-40],23.00000,11.00000,40.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,1997,1997,High-income,,FRA,France,,21.0 [9.8-35.0],21.00000,9.80000,35.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,1998,1998,High-income,,FRA,France,,19.0 [8.9-33.0],19.00000,8.90000,33.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,1999,1999,High-income,,FRA,France,,18.0 [8.4-31.0],18.00000,8.40000,31.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,2000,2000,High-income,,FRA,France,,17.0 [7.9-29.0],17.00000,7.90000,29.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,2001,2001,High-income,,FRA,France,,16.0 [7.6-28.0],16.00000,7.60000,28.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,2002,2002,High-income,,FRA,France,,15.0 [7.3-27.0],15.00000,7.30000,27.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,2003,2003,High-income,,FRA,France,,15.0 [7.1-26.0],15.00000,7.10000,26.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,2004,2004,High-income,,FRA,France,,15.0 [7.0-26.0],15.00000,7.00000,26.00000,,,
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,15.0 [6.9-25.0],15.00000,6.90000,25.00000,,,
