GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,1998,1998,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,1999,1999,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,2000,2000,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,2001,2001,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,1989,1989,,EUR,Europe,,WB_HI,1989,1989,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,2006,2006,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,2007,2007,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,2008,2008,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,2009,2009,High-income,,FRA,France,,0,,,,,,
NTD_3,Annual incidence of dracunculiasis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2464,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,2010,2010,High-income,,FRA,France,,0,,,,,,
NTD_2,Dracunculiasis certification status of countries at the beginning of the year,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2468,PUBLISHED,Published,,1998,1998,,,,,,1998,1998,,,FRA,France,,Certified free of dracunculiasis,,,,,,
NTD_6,Status of elimination of trachoma as a public health problem,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2470,PUBLISHED,Published,,2020,2020,,EUR,Europe,,,2020,2020,,,FRA,France,,Thought to not require interventions,,,,,,
