GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,0,0.00000,,,,,Additionally 278 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,3,3.00000,,,,,Additionally 103 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,3,3.00000,,,,,Additionally 144 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,4,4.00000,,,,,Additionally 146 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,2,2.00000,,,,,Additionally 154 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,8,8.00000,,,,,Additionally 254 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,6,6.00000,,,,,Additionally 186 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,8,8.00000,,,,,Additionally 291 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,3,3.00000,,,,,
NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,8,8.00000,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,16,16.00000,,,,,
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,5,5.00000,,,,,Additionally 160 cases were reported from French Guiana
NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,8,8.00000,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,9,9.00000,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,5,5.00000,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,10,10.00000,,,,,
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,5,5.00000,,,,,
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,5,5.00000,,,,,Additionally 228 cases were reported from French Guyana
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,88,88.00000,,,,,
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,76,76.00000,,,,,
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,105,105.00000,,,,,
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,74,74.00000,,,,,
NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,7,7.00000,,,,,
NTD_LEISHVNUM,Number of cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3759,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,10,10.00000,,,,,
NTD_LEISHCEND,Status of endemicity of cutaneous leishmaniasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3761,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,Endemic,,,,,,
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,129,129.00000,,,,,This includes 40 cutaneous leishmaniasis cases imported from French Guiana
NTD_LEISHCNUM_IM,Number of imported cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4485,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,176,176.00000,,,,,This includes 33 cutaneous leishmaniasis cases imported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2016,2016,,AMR,Americas,,FRA,2016,2016,France,,3,3.00000,,,,,Additionally 340 cases were reported from French Guiana
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,4,4.00000,,,,,Additionally 225 cases were reported from French Guiana
NTD_LEISHVEND,Status of endemicity of visceral leishmaniasis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3762,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,Endemic,,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,9,9.00000,,,,,
NTD_LEISHVNUM_IM,Number of imported cases of visceral leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4484,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,5,5.00000,,,,,
NTD_LEISHCNUM,Number of cases of cutaneous leishmaniasis reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3760,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,5,5.00000,,,,,Additionally 224 cases were reported from French Guiana
NTD_YAWSEND,Status of yaws endemicity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3424,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,No previous history of yaws,,,,,,
